0,1,2,3,4,5,6,7,8,9,10,11,12
-604.2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-604.2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-602.29486,1.9763906,0.5155494,-0.2923011,-0.09001527,0.28251922,0.039883465,-0.6583449,-1.1635548,-1.2036576,-0.9973272,-0.81559855,-0.79087305
-589.1819,15.12446,4.162976,-1.9699187,-3.3717656,-2.838475,-2.2410557,-3.6402066,-4.9371414,-3.5010724,-2.6993792,-4.203589,-4.5975266
-583.5294,21.624222,7.1966777,-2.6862488,-6.3757515,-4.6765356,-0.34640276,0.17453367,-2.9419925,-4.2789426,-4.7736835,-6.384283,-6.5379477
-586.6491,17.583242,4.122708,-4.6847653,-7.7962427,-5.614662,0.4713119,3.5035305,0.9718615,-2.3359985,-5.237463,-7.937029,-6.4963565
-577.60895,26.342583,5.920189,-6.476324,-10.561555,-7.8737035,1.2644405,7.341978,4.943365,0.9032734,-2.6516197,-7.744893,-7.850641
-565.09326,38.703392,8.216319,-11.21014,-18.237106,-14.307995,-1.1588498,6.2913065,1.9734982,-2.3465586,-3.975676,-6.6916,-2.8532457
-540.1559,57.872894,6.569246,-15.641532,-24.602924,-22.28352,-1.6741357,5.757436,-7.0747128,-9.819698,-6.9054337,-10.713377,-1.3093481
-513.92474,76.05995,2.514318,-19.478413,-30.395794,-29.714226,3.4663782,12.505091,-13.636289,-15.895654,-6.159089,-16.151735,-10.906225
-496.8079,87.74989,-3.4620705,-26.007565,-27.728914,-19.617794,14.678429,14.758793,-21.885792,-24.485668,-11.789469,-24.66559,-21.499763
-482.81168,97.22809,-9.190239,-32.441814,-24.196224,-8.652173,22.569183,12.8481045,-28.166584,-29.676327,-19.757908,-35.013504,-26.337036
-467.1471,99.48686,-28.207655,-44.1538,-27.290035,-11.546911,19.36504,8.539614,-26.48436,-22.148968,-21.701618,-42.92149,-23.878223
-451.89777,105.395096,-39.159065,-49.65439,-25.488052,-7.757744,23.243187,7.9130573,-26.7408,-16.997746,-18.352367,-42.103157,-21.610353
-444.549,106.50346,-45.61338,-49.728226,-23.138908,-7.320771,25.189478,9.842756,-25.03877,-15.786144,-20.998734,-44.19288,-21.109539
-454.51254,96.524635,-44.759224,-40.24716,-16.536674,-8.564436,22.680573,11.258989,-20.310154,-9.86458,-16.844866,-42.07589,-18.774288
-470.60532,87.13294,-37.622818,-34.80993,-18.364073,-12.9607115,20.697342,13.064562,-16.951643,-2.7631462,-7.8625255,-39.285217,-19.223646
-486.83093,78.20066,-32.255116,-36.097538,-24.509201,-14.491756,21.210367,13.963852,-14.645195,2.3134181,1.6475797,-30.38115,-14.654213
-495.80356,72.4749,-31.671587,-37.8786,-23.854118,-9.75124,23.641485,16.408451,-10.902136,2.6157947,3.9380178,-21.082703,-7.124947
-505.6107,68.42352,-27.49805,-38.22406,-22.38096,-6.3712015,18.051197,7.007124,-16.31311,-1.6532997,2.475891,-18.03536,-3.6676807
-521.3119,57.56508,-23.599518,-32.74202,-17.33126,-1.9564099,16.39262,2.1497695,-18.678589,-2.1280534,2.7143393,-19.031994,-8.145901
-538.6022,46.93704,-15.750801,-22.769493,-10.118538,1.6224549,13.877642,-0.33965084,-19.435371,-6.2582407,0.19179532,-16.342922,-8.681465
-556.9149,37.883865,-4.700514,-15.555193,-11.50403,-3.2615843,6.8092213,-0.9389184,-14.410415,-9.858705,-7.398285,-14.428762,-5.7835655
-564.6766,38.128235,6.999125,-10.420339,-13.720324,-5.8335786,5.1912556,3.0103154,-6.9261937,-9.285479,-9.488939,-10.195631,-3.3175316
-568.94586,35.472717,8.091961,-9.149458,-11.202358,-3.227984,4.697688,2.3059094,-5.6816406,-8.035865,-6.22646,-4.5882998,-1.5668268
-568.89185,35.439583,8.502375,-8.065302,-11.458294,-6.4362965,-0.116193056,-2.5025592,-10.788992,-13.547468,-10.762445,-6.34959,0.75430965
-568.2261,39.909645,16.474651,-2.1524534,-7.664097,-3.5438123,0.5227498,-2.970207,-11.769292,-17.530197,-16.288376,-10.097963,-2.8134043
-536.1697,79.15625,47.286423,27.268932,19.608986,15.984882,14.960253,11.693822,1.8539538,-7.602639,-10.251555,-9.071539,-6.536923
-456.31674,159.46368,77.38702,36.529022,13.547203,-9.306394,-11.554602,-4.979024,-8.513176,-7.807153,-0.04803747,-3.074759,-10.403233
-398.0646,197.81796,69.5381,26.65261,-4.288089,-29.290443,-26.116356,-15.755917,-11.054832,-7.5411453,4.0610847,4.446451,-8.132048
-355.94354,215.23727,44.2984,5.4530354,-24.141247,-42.723255,-27.528173,-10.590658,-0.026114583,-2.1407914,-0.49392918,-3.5858338,-13.710316
-322.7244,224.64487,19.075092,-5.715721,-27.379936,-36.594627,-7.224489,0.7005274,2.421397,-2.4037385,-11.094201,-12.721428,-11.208411
-302.09525,224.79688,-5.9055023,-11.688486,-15.948969,-16.675413,7.161379,-13.016708,-15.254578,-2.2542093,-12.145596,-13.476442,-5.5483284
-306.2973,209.27168,-20.72424,-1.2007314,3.0199568,-6.6780577,7.686311,-36.136833,-36.051147,10.458752,-4.537992,-21.5779,2.1491551
-308.9909,197.9273,-24.549377,15.916321,9.587702,-16.796017,1.626823,-42.143345,-34.644455,28.32338,1.2219262,-31.465305,4.7082133
-312.84335,190.66934,-22.640617,32.375748,15.926218,-25.269129,2.6867404,-32.24124,-29.909744,29.720715,-3.749249,-39.646812,6.720732
-313.24118,188.53877,-17.67469,44.744354,17.681818,-33.160572,0.098808646,-25.282537,-23.400732,28.9691,-3.8282032,-37.767525,4.3501463
-312.26898,184.67984,-19.900236,46.77608,15.76667,-33.67647,-0.5044057,-26.225447,-25.831732,21.59601,-5.1155663,-32.960625,9.242363
-314.6183,179.9826,-18.426714,52.15511,14.069809,-35.17815,-5.8164544,-38.428192,-30.225925,20.777851,-7.9060745,-29.376411,15.467417
-314.77557,185.43481,-14.904741,45.558514,10.411127,-34.832153,-10.133627,-45.921883,-35.02398,19.809576,-5.9531865,-24.360947,15.7855625
-314.96503,191.71112,-15.806061,31.311764,6.5470657,-28.839258,-2.6519356,-41.08339,-34.789093,23.412962,-3.3413868,-26.036213,10.405865
-326.61404,180.78897,-27.639803,13.617008,0.53381395,-19.223125,10.52189,-29.936388,-27.674461,22.600065,-5.09908,-23.07061,4.0619526
-336.7294,176.61472,-28.177345,7.4825234,0.22692724,-16.524017,13.704846,-27.96285,-32.863544,17.5334,-3.1613362,-16.88504,8.335249
-346.83954,172.61765,-24.21333,7.339321,-2.101783,-24.3597,8.782171,-17.865147,-29.515446,1.2810413,-11.556952,-10.332341,9.607336
-357.69528,163.19246,-29.93816,-2.7186697,-9.656851,-31.478384,0.7341141,-12.130844,-25.788317,-11.479909,-15.676212,-8.435618,3.3913498
-378.37933,150.12491,-22.422474,1.4786924,-10.366666,-30.372503,-4.633795,-17.987831,-27.56376,-13.76085,-13.24897,-6.798066,2.7009838
-398.54715,141.46902,-8.9420395,12.857386,-1.9893821,-26.882658,-8.787733,-18.063847,-23.011591,-7.162696,-1.3455603,3.3389394,7.9819407
-410.13525,140.69339,-2.2686658,9.675196,-2.1984444,-28.98808,-12.312984,-13.512491,-20.2016,-3.2999585,7.4126105,5.2681794,5.3078213
-398.06042,164.741,20.363775,17.447393,-7.903138,-46.046684,-21.120508,-9.156764,-23.990234,-9.659192,7.610488,-0.50878274,-0.108648
-365.75424,195.56117,39.13806,27.070133,-20.73224,-61.342747,-30.271564,-15.589894,-22.981514,-12.784428,1.7549229,-5.8081465,-9.553651
-344.84692,205.54321,33.18042,24.61549,-23.993568,-57.202896,-25.397087,-17.910362,-20.700937,-12.670227,-0.3976488,-3.4913106,-11.005737
-339.06537,207.33922,25.31608,19.195877,-23.16429,-55.16012,-19.421144,-14.23673,-22.961632,-12.51757,-0.2015062,-5.2616644,-10.852531
-339.43845,204.67618,19.483671,19.252764,-17.867628,-52.85166,-14.300194,-13.534925,-30.636395,-13.618733,-0.9400905,-11.52099,-12.955148
-346.52335,193.31502,9.912893,16.79591,-16.745403,-49.163754,-6.746524,-9.633915,-30.508142,-15.609582,-7.594328,-13.125434,-11.8263855
-337.4977,201.96382,14.66616,16.448778,-20.360184,-49.21018,-8.956646,-7.234763,-22.87238,-19.41586,-12.667539,-8.370398,-5.5327787
