0,1,2,3,4,5,6,7,8,9,10,11,12
-612.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-612.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-576.2783,39.698082,18.457394,5.9219866,5.868342,6.5154753,-0.093143255,-8.115794,-8.366478,-1.2367723,4.778573,3.918261,-1.1996099
-524.0167,73.87093,15.48638,3.8775058,-1.20619,4.1863627,-2.9696364,-7.2260666,7.130632,-2.4959126,-1.5815253,11.726927,-3.3623044
-498.2618,78.51869,10.641761,14.759516,-11.6099415,-6.499037,-2.0760634,-6.474274,11.492252,-7.484277,-10.801449,8.553783,-7.712453
-499.21808,75.16686,15.05719,15.399003,-20.990757,-9.7424,0.91090226,-8.566411,4.0238466,-4.956056,-13.4151745,4.0817356,-3.071708
-494.64337,64.897934,13.18886,10.832806,-22.236113,2.3527327,2.9064426,-3.7690203,-3.0379324,3.0781655,-1.0705091,6.694872,1.6034214
-494.0152,60.533417,7.6977415,11.364912,-16.032597,10.327326,5.2592907,-0.007547945,0.9365299,7.494602,6.304939,8.496462,-0.18087274
-508.96945,78.89429,11.699017,2.507507,-3.2637134,9.359812,10.340343,-2.1620626,-3.4813135,3.169384,8.374731,6.712467,-3.7429705
-518.52997,85.317444,20.08398,1.6077183,3.3991275,6.928573,6.341908,1.4530878,-1.0568906,3.8936973,9.29602,5.198229,-1.7670072
-520.4944,87.453964,22.917614,0.99490196,5.0033293,8.089943,5.876404,3.5646844,2.9635763,3.981607,6.1743793,6.1001186,2.5430038
-527.7379,84.96297,25.805243,-0.8430021,2.7925925,9.53904,8.762879,4.4613104,0.57357293,-1.8335395,-1.805608,-0.51953954,-0.5720949
-530.2158,84.32461,26.99244,-2.1999874,0.27198458,7.014576,5.8418093,1.8730931,-0.8344712,-2.153054,-3.6655688,-5.6159573,-6.155995
-525.46655,85.953964,23.099886,-4.616256,-0.30298114,6.943966,6.315704,1.5184191,-0.9848718,-0.17823729,-0.91405743,-2.6736238,-0.026788384
-520.33734,87.84713,20.014647,-4.5685215,2.1778545,5.9362364,1.979327,-1.1067605,-1.6984386,0.12193465,2.5447905,3.1945121,4.1468487
-521.63477,83.0327,20.232193,3.787787,6.4070883,6.5783796,0.6775842,-3.0819426,0.4612838,0.0033557415,1.6603463,8.625575,8.136566
-523.9356,78.98927,19.47902,7.3799124,10.972336,8.715698,0.03082788,-0.6052904,9.362664,5.509328,-1.2451789,7.746224,6.468845
-520.275,82.987946,20.765057,6.9875636,11.663295,7.242183,-0.82411015,0.97523254,6.943364,1.149517,-3.6283987,8.609928,6.4497986
-516.1919,89.87285,21.927017,-2.0331697,6.4263363,9.721363,3.4493034,3.1003137,6.2495975,4.453827,-2.9765,2.166806,4.378496
-514.1855,93.80789,23.26432,-6.2405577,1.7210431,8.425869,5.501428,3.7690415,2.6661205,2.9771218,-0.9664064,2.8404942,6.3874216
-516.66504,89.507965,19.32941,-4.7888584,5.942902,8.193062,1.3304633,1.9987916,1.8535156,3.796498,2.3588312,-0.2683864,0.3670373
-518.3476,81.76248,16.005875,-3.0050797,10.064169,12.457012,1.0843225,3.6942663,6.836194,9.464798,1.1309692,-2.1828477,-6.3545218
-517.3311,80.140465,18.22287,-0.39282233,11.681736,13.968657,2.3383064,3.2093003,7.1010227,13.61377,2.332604,4.9201784,-5.582869
-517.68646,76.77779,21.504698,8.262455,14.58951,8.613869,-1.6318239,1.5182276,1.0115387,14.108695,7.2355194,9.971437,-3.1398523
-512.30945,80.89639,24.64328,9.605579,11.178242,3.4950151,-1.6002785,7.9400377,-1.5174675,7.655208,6.7198386,12.747669,3.2867327
-511.16885,79.74652,18.962887,4.188692,8.727799,3.80903,-2.3606315,12.264987,2.2817845,6.866309,6.6204453,9.436299,5.6263294
-490.63327,53.664375,25.088583,3.3560166,-6.59874,27.646435,-20.818707,29.526133,-9.346113,6.0148816,16.00137,-11.074739,16.41867
-482.78488,42.416748,22.384598,4.919443,-15.139715,31.180897,-26.363045,23.83983,-16.024113,5.205902,11.590635,-21.153187,12.100079
-478.2582,64.674515,23.884949,3.0517364,-11.551725,18.659569,-21.27425,14.883009,-12.103958,4.4278035,1.2157221,-17.851723,3.49334
-482.47504,82.27232,20.30096,0.76911604,-3.523025,6.205017,-5.917074,13.557417,-7.051349,7.865306,-2.1420953,-6.185124,-7.59873
-475.91452,82.44786,24.992088,3.6940958,-8.028496,5.4452925,-7.5739174,17.265072,-10.7275715,5.4668217,-4.037901,-9.136873,-9.184536
-463.94162,78.3857,23.613258,6.6461196,-10.1122265,8.347244,-13.2704735,15.560454,-15.777927,4.5647388,-4.864272,-14.990495,-5.1614723
-451.7166,84.39797,21.65675,4.4778876,-5.111662,13.512311,-11.50203,15.488792,-18.812714,6.2353144,-2.3390782,-9.751226,-0.97154975
-451.33835,81.817825,16.822845,1.8277452,-3.748526,15.066582,-4.9623013,24.760279,-13.190706,10.261417,1.5586767,-5.8918514,-2.7848902
-407.78903,63.964645,-38.805653,11.255144,14.977728,34.72978,-14.319777,7.1608324,2.291184,4.740211,0.7247429,-3.8485022,-20.381355
-381.92587,53.126,-49.528107,10.507105,10.010466,38.202362,-29.949614,3.578085,-5.556623,0.723369,1.8013033,-1.9867313,-22.980682
-366.28622,46.126007,-50.61258,14.692663,-0.1963197,33.548492,-34.964344,5.225172,-16.965502,4.6270037,4.119872,-4.6500096,-10.062197
