0,1,2,3,4,5,6,7,8,9,10,11,12
-564.97577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-564.97577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-556.9359,11.285234,11.032965,10.620003,10.05732,9.359739,8.54546,7.6354184,6.6526194,5.6213627,4.5664787,3.512517,2.4830272
-529.62024,41.650246,32.134457,26.448616,15.544592,10.498656,8.317165,2.1786263,6.0814233,11.793552,7.4686584,6.377029,5.5480757
-539.5496,33.30263,29.148037,24.342144,17.34665,12.825502,10.330145,7.6479197,8.097644,9.085308,7.9734874,7.947607,6.762087
-529.6039,41.889164,24.783295,12.01313,8.468994,8.470356,6.244281,3.1645818,3.1482236,5.3898597,5.6520863,2.9560194,0.7704569
-482.0096,74.20996,20.106136,9.340834,5.6458845,10.072145,12.848981,1.4503921,3.556038,5.7767296,-2.3422194,1.5556486,1.1920404
-448.63528,90.25876,11.744912,13.481794,6.607916,7.5291057,11.764048,-5.62743,3.492846,10.491638,-1.0505356,9.253841,8.03315
-431.10083,97.04126,6.0167556,16.946306,8.504263,7.7588406,13.1238575,-8.320456,5.6793585,18.316788,0.2576318,3.283614,3.9143412
-429.3578,99.87967,8.298364,19.124233,10.524067,7.6205707,13.202864,-8.824018,2.228787,15.312237,-3.5447757,-3.2663288,-0.68288916
-433.3931,99.58608,10.547638,15.846007,7.1205463,7.3407993,14.731265,-6.024354,1.5130429,12.705059,0.50720644,4.597816,3.496065
-435.88513,100.17552,10.566484,10.046564,3.6502938,7.631256,19.168152,3.5547075,7.2220883,11.9067745,0.005582392,5.9441996,3.6786132
-441.13705,98.9079,15.81308,13.373865,4.335958,5.4908886,13.58713,1.1670601,11.162809,14.516661,-2.7127233,3.4888847,3.7404568
-445.01617,92.60178,13.703306,18.453785,9.471286,5.9606237,9.660795,-2.7115955,9.861319,13.779533,-2.6917214,2.4226353,2.4076006
-434.0605,102.70416,12.505222,14.814833,9.500961,3.9720173,9.848013,-2.265324,1.7512243,7.425341,-1.7578948,3.3060274,3.0416198
-434.83975,105.13884,15.377655,11.616001,5.086294,1.9768744,8.68469,-3.429084,-0.19321874,7.556854,3.7122386,9.37146,3.8982494
-438.43088,103.5405,14.568879,7.823063,4.5878468,4.3002777,11.006339,2.4777584,7.5858946,12.37363,3.937006,6.733903,2.800912
-439.7214,101.5464,12.047242,5.588882,2.9322133,2.5458064,10.068602,2.77872,8.556448,11.610083,-0.0005468279,3.8432927,2.2611804
-445.50497,94.526276,13.472213,13.825739,7.4589424,5.5663624,10.442841,-4.4755325,0.6491424,6.4749975,-3.8538742,0.92711556,-0.6855933
-454.9999,84.16916,10.983892,15.950874,8.754059,7.134253,11.552765,-5.2345676,-1.4128866,2.9906702,-6.2907386,0.83003426,0.61099136
-455.3191,85.07354,11.010715,14.872225,12.286685,10.616581,8.691045,-8.481121,-1.8707051,4.091943,-1.3350109,9.458521,11.004806
-446.47595,97.47095,15.991253,12.470692,11.484737,10.156175,9.8755665,-7.443843,-6.695484,0.7015816,-1.5094371,7.6535916,8.480499
